DATE,STORE_NBR,LYLTY_CARD_NBR,TXN_ID,PROD_NBR,PROD_QTY,TOT_SALES,PACK_SIZE,BRAND_NAME,LIFESTAGE,PREMIUM_CUSTOMER
2019-01-09,157,157110,159124,100,2,5.8,170,Smiths,RETIREES,Budget
2019-02-28,157,157110,159125,47,2,8.8,170,Doritos,RETIREES,Budget
2019-04-16,157,157134,159253,77,2,8.8,170,Doritos,RETIREES,Budget
2018-10-19,157,157135,159259,33,2,7.6,110,Cobs,RETIREES,Budget
2018-11-24,157,157159,159398,110,2,3.8,200,WW,RETIREES,Budget
2019-02-01,157,157166,159447,77,2,8.8,170,Doritos,RETIREES,Budget
2019-05-21,157,157166,159450,75,2,7.6,110,Cobs,RETIREES,Budget
2019-06-10,157,157166,159451,21,2,3.8,160,WW,RETIREES,Budget
2019-03-04,157,157178,159525,16,2,11.4,330,Smiths,RETIREES,Budget
2018-07-14,157,157202,159697,78,2,6.6,175,Thins,RETIREES,Budget
2019-05-05,157,157202,159699,29,2,6.0,175,French,RETIREES,Budget
2019-04-10,157,157231,159891,47,2,8.8,170,Doritos,RETIREES,Budget
2018-09-24,157,157243,159970,30,2,8.8,170,Doritos,RETIREES,Budget
2019-03-09,159,159287,160135,33,1,3.8,110,Cobs,RETIREES,Budget
2018-08-04,160,160005,160210,27,2,3.8,200,WW,RETIREES,Budget
2018-10-13,160,160005,160211,47,2,8.8,170,Doritos,RETIREES,Budget
2019-06-22,160,160017,160290,40,2,6.6,175,Thins,RETIREES,Budget
2019-05-11,160,160040,160407,78,2,6.6,175,Thins,RETIREES,Budget
2018-11-11,160,160049,160455,21,2,3.8,160,WW,RETIREES,Budget
2019-06-03,160,160054,160483,22,2,6.6,175,Thins,RETIREES,Budget
2018-09-26,160,160086,160673,30,2,8.8,170,Doritos,RETIREES,Budget
2019-02-12,160,160086,160676,27,2,3.8,200,WW,RETIREES,Budget
2019-04-14,160,160086,160677,100,2,5.8,170,Smiths,RETIREES,Budget
2018-08-12,160,160128,160916,16,2,11.4,330,Smiths,RETIREES,Budget
2019-01-25,160,160128,160919,33,2,7.6,110,Cobs,RETIREES,Budget
2018-09-04,160,160135,160960,78,2,6.6,175,Thins,RETIREES,Budget
2018-07-30,160,160146,161032,44,2,6.6,175,Thins,RETIREES,Budget
2018-12-11,160,160180,161260,22,2,6.6,175,Thins,RETIREES,Budget
2018-08-23,160,160181,161265,16,2,11.4,330,Smiths,RETIREES,Budget
2019-05-08,160,160181,161269,78,2,6.6,175,Thins,RETIREES,Budget
2018-08-27,160,160199,161379,44,2,6.6,175,Thins,RETIREES,Budget
2018-07-19,160,160215,161500,44,2,6.6,175,Thins,RETIREES,Budget
2019-01-08,160,160215,161503,96,2,3.8,160,WW,RETIREES,Budget
2018-09-01,160,160233,161615,44,2,6.6,175,Thins,RETIREES,Budget
2018-09-27,160,160233,161618,96,2,3.8,160,WW,RETIREES,Budget
2019-01-14,160,160233,161621,77,2,8.8,170,Doritos,RETIREES,Budget
2018-07-14,160,160234,161627,27,2,3.8,200,WW,RETIREES,Budget
2018-10-27,160,160234,161628,44,2,6.6,175,Thins,RETIREES,Budget
2018-09-28,161,161207,161808,33,1,3.8,110,Cobs,RETIREES,Budget
2019-01-19,162,162028,161997,29,2,6.0,175,French,RETIREES,Budget
2019-02-27,162,162028,161998,29,2,6.0,175,French,RETIREES,Budget
2018-12-20,162,162082,162320,78,2,6.6,175,Thins,RETIREES,Budget
2018-07-24,162,162102,162443,110,2,3.8,200,WW,RETIREES,Budget
2019-01-14,162,162102,162447,29,2,6.0,175,French,RETIREES,Budget
2018-08-24,162,162121,162557,2,2,7.6,110,Cobs,RETIREES,Budget
2019-01-18,162,162121,162560,16,2,11.4,330,Smiths,RETIREES,Budget
2018-10-04,162,162124,162568,28,2,6.6,175,Thins,RETIREES,Budget
2019-04-21,162,162124,162571,47,2,8.8,170,Doritos,RETIREES,Budget
2018-10-05,162,162169,162837,61,2,5.8,170,Smiths,RETIREES,Budget
2018-10-17,162,162173,162866,47,2,8.8,170,Doritos,RETIREES,Budget
2019-03-31,162,162215,163098,61,2,5.8,170,Smiths,RETIREES,Budget
2018-08-13,162,162228,163174,78,2,6.6,175,Thins,RETIREES,Budget
2019-04-21,162,162228,163177,78,2,6.6,175,Thins,RETIREES,Budget
2018-11-09,162,162237,163221,1,2,5.8,170,Smiths,RETIREES,Budget
2019-02-09,163,163049,163324,40,1,3.3,175,Thins,RETIREES,Budget
2019-05-29,163,163267,163551,96,2,3.8,160,WW,RETIREES,Budget
2018-09-16,163,163441,163732,21,1,1.9,160,WW,RETIREES,Budget
2018-12-02,164,164026,163940,8,2,5.8,170,Smiths,RETIREES,Budget
2018-07-02,164,164034,163997,44,2,6.6,175,Thins,RETIREES,Budget
2019-06-18,164,164034,164009,30,2,8.8,170,Doritos,RETIREES,Budget
2019-06-27,164,164034,164011,29,2,6.0,175,French,RETIREES,Budget
2019-03-30,164,164066,164192,47,2,8.8,170,Doritos,RETIREES,Budget
2018-12-19,164,164130,164599,27,2,3.8,200,WW,RETIREES,Budget
2018-11-04,164,164136,164637,27,2,3.8,200,WW,RETIREES,Budget
2019-04-30,164,164169,164821,33,2,7.6,110,Cobs,RETIREES,Budget
2019-03-21,164,164175,164858,78,2,6.6,175,Thins,RETIREES,Budget
2019-01-11,164,164221,165165,61,2,5.8,170,Smiths,RETIREES,Budget
2018-07-31,164,164223,165171,30,2,8.8,170,Doritos,RETIREES,Budget
2019-04-12,164,164223,165174,28,2,6.6,175,Thins,RETIREES,Budget
2018-09-22,164,164231,165233,27,2,3.8,200,WW,RETIREES,Budget
2019-02-21,165,165008,165423,47,2,8.8,170,Doritos,RETIREES,Budget
2019-03-08,165,165008,165424,78,2,6.6,175,Thins,RETIREES,Budget
2019-04-11,165,165017,165467,2,2,7.6,110,Cobs,RETIREES,Budget
2019-06-10,165,165017,165469,47,2,8.8,170,Doritos,RETIREES,Budget
2018-07-08,165,165043,165602,2,2,7.6,110,Cobs,RETIREES,Budget
2019-02-09,165,165043,165605,2,2,7.6,110,Cobs,RETIREES,Budget
2019-02-28,165,165047,165618,77,2,8.8,170,Doritos,RETIREES,Budget
2019-05-04,165,165047,165619,78,2,6.6,175,Thins,RETIREES,Budget
2019-02-18,165,165049,165629,16,2,11.4,330,Smiths,RETIREES,Budget
2018-09-08,165,165067,165705,78,2,6.6,175,Thins,RETIREES,Budget
2018-07-01,165,165131,165990,44,2,6.6,175,Thins,RETIREES,Budget
2018-07-29,165,165131,165991,44,2,6.6,175,Thins,RETIREES,Budget
2019-01-27,165,165157,166129,33,2,7.6,110,Cobs,RETIREES,Budget
2019-02-24,165,165186,166252,33,2,7.6,110,Cobs,RETIREES,Budget
2019-04-05,165,165186,166253,30,2,8.8,170,Doritos,RETIREES,Budget
2018-10-16,165,165235,166500,2,2,7.6,110,Cobs,RETIREES,Budget
2018-12-26,165,165235,166502,2,2,7.6,110,Cobs,RETIREES,Budget
2018-07-16,165,165277,166693,16,2,11.4,330,Smiths,RETIREES,Budget
2019-01-23,165,165277,166694,44,2,6.6,175,Thins,RETIREES,Budget
2018-11-18,166,166029,167347,78,2,6.6,175,Thins,RETIREES,Budget
2019-01-27,166,166029,167348,47,2,8.8,170,Doritos,RETIREES,Budget
2018-08-02,166,166036,167378,78,1,3.3,175,Thins,RETIREES,Budget
2018-12-22,166,166036,167380,40,2,6.6,175,Thins,RETIREES,Budget
2019-06-21,166,166036,167382,30,2,8.8,170,Doritos,RETIREES,Budget
2019-06-15,166,166039,167393,28,2,6.6,175,Thins,RETIREES,Budget
2018-07-18,166,166062,167468,44,2,6.6,175,Thins,RETIREES,Budget
2019-05-30,166,166082,167555,28,2,6.6,175,Thins,RETIREES,Budget
2018-11-14,166,166096,167610,40,2,6.6,175,Thins,RETIREES,Budget
2019-04-07,166,166100,167620,47,1,4.4,170,Doritos,RETIREES,Budget
2019-04-17,166,166100,167621,30,1,4.4,170,Doritos,RETIREES,Budget
2018-09-24,166,166127,167725,33,2,7.6,110,Cobs,RETIREES,Budget
2018-11-08,166,166165,167881,2,2,7.6,110,Cobs,RETIREES,Budget
2018-10-03,166,166223,168131,75,2,7.6,110,Cobs,RETIREES,Budget
2019-02-27,166,166226,168142,30,1,4.4,170,Doritos,RETIREES,Budget
2019-03-06,166,166226,168143,2,1,3.8,110,Cobs,RETIREES,Budget
2018-08-08,166,166229,168157,33,2,7.6,110,Cobs,RETIREES,Budget
2018-08-02,166,166269,168334,33,2,7.6,110,Cobs,RETIREES,Budget
2019-05-25,166,166269,168339,30,2,8.8,170,Doritos,RETIREES,Budget
2018-07-20,166,166278,168377,75,2,7.6,110,Cobs,RETIREES,Budget
2019-06-16,166,166311,168504,78,2,6.6,175,Thins,RETIREES,Budget
2019-06-29,166,166311,168505,44,2,6.6,175,Thins,RETIREES,Budget
2019-04-26,166,166314,168514,30,2,8.8,170,Doritos,RETIREES,Budget
2019-01-19,166,166316,168522,77,2,8.8,170,Doritos,RETIREES,Budget
2019-03-21,166,166316,168523,2,2,7.6,110,Cobs,RETIREES,Budget
2018-10-16,166,166358,168693,44,1,3.3,175,Thins,RETIREES,Budget
2019-03-25,166,166358,168694,78,2,6.6,175,Thins,RETIREES,Budget
2019-06-13,166,166358,168696,77,1,4.4,170,Doritos,RETIREES,Budget
2018-08-13,167,167242,169067,75,1,3.8,110,Cobs,RETIREES,Budget
2019-05-04,167,167264,169091,16,1,5.7,330,Smiths,RETIREES,Budget
2018-11-20,167,167309,169130,30,1,4.4,170,Doritos,RETIREES,Budget
2018-08-01,167,167315,169137,96,1,1.9,160,WW,RETIREES,Budget
2018-07-06,167,167343,169165,2,2,7.6,110,Cobs,RETIREES,Budget
2019-02-07,168,168014,169407,47,2,8.8,170,Doritos,RETIREES,Budget
2019-02-08,168,168014,169408,75,2,7.6,110,Cobs,RETIREES,Budget
2019-06-08,168,168014,169409,110,2,3.8,200,WW,RETIREES,Budget
2019-04-22,168,168067,169755,40,2,6.6,175,Thins,RETIREES,Budget
2018-10-16,168,168090,169895,44,2,6.6,175,Thins,RETIREES,Budget
2018-10-29,168,168125,170113,96,2,3.8,160,WW,RETIREES,Budget
2018-07-30,168,168160,170339,44,2,6.6,175,Thins,RETIREES,Budget
2019-02-09,168,168160,170342,27,2,3.8,200,WW,RETIREES,Budget
2018-10-31,168,168166,170384,77,2,8.8,170,Doritos,RETIREES,Budget
2018-11-02,168,168166,170385,1,2,5.8,170,Smiths,RETIREES,Budget
2018-11-13,168,168203,170625,75,2,7.6,110,Cobs,RETIREES,Budget
2019-04-02,168,168204,170636,47,2,8.8,170,Doritos,RETIREES,Budget
2018-10-30,168,168207,170651,28,2,6.6,175,Thins,RETIREES,Budget
2018-09-03,169,169000,171032,29,2,6.0,175,French,RETIREES,Budget
2018-09-11,169,169000,171033,110,2,3.8,200,WW,RETIREES,Budget
2019-06-18,169,169092,171134,100,2,5.8,170,Smiths,RETIREES,Budget
2019-02-05,169,169162,171221,1,2,5.8,170,Smiths,RETIREES,Budget
2018-09-16,169,169330,171440,77,2,8.8,170,Doritos,RETIREES,Budget
2019-04-08,170,170051,171741,44,2,6.6,175,Thins,RETIREES,Budget
2018-08-13,170,170072,171761,28,2,6.6,175,Thins,RETIREES,Budget
2018-11-23,170,170121,171826,44,2,6.6,175,Thins,RETIREES,Budget
2018-10-19,170,170296,172059,16,2,11.4,330,Smiths,RETIREES,Budget
2018-09-28,170,170301,172067,44,2,6.6,175,Thins,RETIREES,Budget
2019-05-05,171,171005,172163,40,2,6.6,175,Thins,RETIREES,Budget
2019-04-27,171,171051,172235,47,2,8.8,170,Doritos,RETIREES,Budget
2018-08-08,171,171060,172247,47,2,8.8,170,Doritos,RETIREES,Budget
2018-12-23,171,171080,172285,77,2,8.8,170,Doritos,RETIREES,Budget
2019-06-25,171,171107,172318,33,2,7.6,110,Cobs,RETIREES,Budget
2019-03-24,171,171234,172511,33,2,7.6,110,Cobs,RETIREES,Budget
2019-02-25,172,172003,172744,47,2,8.8,170,Doritos,RETIREES,Budget
2019-02-24,172,172048,173052,47,2,8.8,170,Doritos,RETIREES,Budget
2019-06-25,172,172048,173056,40,2,6.6,175,Thins,RETIREES,Budget
2018-12-11,172,172056,173104,8,2,5.8,170,Smiths,RETIREES,Budget
2018-08-27,172,172111,173417,1,2,5.8,170,Smiths,RETIREES,Budget
2018-11-25,172,172111,173419,75,2,7.6,110,Cobs,RETIREES,Budget
2019-06-01,172,172111,173423,1,2,5.8,170,Smiths,RETIREES,Budget
2019-06-07,172,172118,173465,28,2,6.6,175,Thins,RETIREES,Budget
2018-09-04,172,172161,173738,8,2,5.8,170,Smiths,RETIREES,Budget
2018-07-26,172,172207,174039,75,2,7.6,110,Cobs,RETIREES,Budget
2019-02-28,172,172207,174043,29,2,6.0,175,French,RETIREES,Budget
2018-08-23,172,172208,174045,29,2,6.0,175,French,RETIREES,Budget
2018-11-22,172,172245,174293,96,2,3.8,160,WW,RETIREES,Budget
2018-09-10,173,173062,174404,75,2,7.6,110,Cobs,RETIREES,Budget
2019-01-25,173,173073,174425,40,2,6.6,175,Thins,RETIREES,Budget
2019-02-13,173,173073,174426,78,2,6.6,175,Thins,RETIREES,Budget
2018-07-06,173,173343,174911,16,2,11.4,330,Smiths,RETIREES,Budget
2019-06-03,173,173364,174955,30,2,8.8,170,Doritos,RETIREES,Budget
2018-11-27,174,174045,175036,75,2,7.6,110,Cobs,RETIREES,Budget
2018-12-08,174,174140,175179,16,2,11.4,330,Smiths,RETIREES,Budget
2019-03-02,174,174280,175385,2,2,7.6,110,Cobs,RETIREES,Budget
2018-11-05,174,174288,175397,44,2,6.6,175,Thins,RETIREES,Budget
2019-02-14,174,174336,175468,77,2,8.8,170,Doritos,RETIREES,Budget
2019-02-27,175,175005,175514,78,1,3.3,175,Thins,RETIREES,Budget
2019-04-03,175,175030,175597,40,2,6.6,175,Thins,RETIREES,Budget
2018-12-17,175,175034,175615,16,2,11.4,330,Smiths,RETIREES,Budget
2019-03-17,175,175034,175616,16,2,11.4,330,Smiths,RETIREES,Budget
2019-05-08,175,175034,175617,2,2,7.6,110,Cobs,RETIREES,Budget
2019-02-14,175,175085,175799,78,2,6.6,175,Thins,RETIREES,Budget
2019-03-08,175,175089,175809,40,2,6.6,175,Thins,RETIREES,Budget
2018-07-16,175,175098,175842,44,2,6.6,175,Thins,RETIREES,Budget
2018-10-01,175,175098,175844,78,2,6.6,175,Thins,RETIREES,Budget
2018-12-29,175,175105,175880,40,2,6.6,175,Thins,RETIREES,Budget
2019-03-09,175,175135,175967,40,2,6.6,175,Thins,RETIREES,Budget
2019-05-03,175,175144,175993,16,2,11.4,330,Smiths,RETIREES,Budget
2018-07-05,175,175149,176007,2,1,3.8,110,Cobs,RETIREES,Budget
2019-03-13,175,175165,176065,2,2,7.6,110,Cobs,RETIREES,Budget
2019-06-03,175,175165,176066,78,2,6.6,175,Thins,RETIREES,Budget
2019-01-26,175,175168,176074,16,2,11.4,330,Smiths,RETIREES,Budget
2019-03-07,175,175199,176203,16,2,11.4,330,Smiths,RETIREES,Budget
2018-11-28,175,175230,176327,2,2,7.6,110,Cobs,RETIREES,Budget
2019-01-01,175,175281,176530,30,2,8.8,170,Doritos,RETIREES,Budget
2019-03-23,175,175336,176759,78,2,6.6,175,Thins,RETIREES,Budget
2018-08-10,175,175339,176771,44,2,6.6,175,Thins,RETIREES,Budget
2018-08-22,175,175339,176772,33,2,7.6,110,Cobs,RETIREES,Budget
2018-12-07,175,175342,176785,40,2,6.6,175,Thins,RETIREES,Budget
2018-08-01,175,175343,176788,33,2,7.6,110,Cobs,RETIREES,Budget
2018-12-02,175,175343,176790,77,2,8.8,170,Doritos,RETIREES,Budget
2019-01-19,175,175375,176904,40,2,6.6,175,Thins,RETIREES,Budget
2018-10-14,176,176017,176966,27,2,3.8,200,WW,RETIREES,Budget
2019-04-04,176,176043,176996,16,2,11.4,330,Smiths,RETIREES,Budget
2018-09-16,176,176048,177001,29,1,3.0,175,French,RETIREES,Budget
2018-09-05,176,176065,177023,75,1,3.8,110,Cobs,RETIREES,Budget
2019-06-10,176,176163,177135,27,2,3.8,200,WW,RETIREES,Budget
2018-09-05,176,176281,177253,77,1,4.4,170,Doritos,RETIREES,Budget
2018-10-17,176,176287,177257,1,1,2.9,170,Smiths,RETIREES,Budget
2018-10-08,176,176319,177294,29,1,3.0,175,French,RETIREES,Budget
2018-09-23,176,176449,177448,27,1,1.9,200,WW,RETIREES,Budget
2018-11-28,177,177034,177514,28,1,3.3,175,Thins,RETIREES,Budget
2019-03-07,178,178009,177629,33,2,7.6,110,Cobs,RETIREES,Budget
2018-11-11,178,178053,177881,40,2,6.6,175,Thins,RETIREES,Budget
2018-12-30,178,178102,178178,2,2,7.6,110,Cobs,RETIREES,Budget
2019-02-16,178,178102,178180,33,2,7.6,110,Cobs,RETIREES,Budget
2019-02-16,178,178157,178526,77,2,8.8,170,Doritos,RETIREES,Budget
2018-12-01,178,178184,178706,30,2,8.8,170,Doritos,RETIREES,Budget
2019-04-27,178,178184,178707,21,2,3.8,160,WW,RETIREES,Budget
2018-12-05,178,178188,178730,100,2,5.8,170,Smiths,RETIREES,Budget
2019-02-06,178,178188,178731,100,2,5.8,170,Smiths,RETIREES,Budget
2019-02-11,178,178188,178732,44,2,6.6,175,Thins,RETIREES,Budget
2019-05-13,178,178188,178733,28,2,6.6,175,Thins,RETIREES,Budget
2018-09-28,178,178200,178811,75,2,7.6,110,Cobs,RETIREES,Budget
2018-08-04,178,178229,179000,75,2,7.6,110,Cobs,RETIREES,Budget
2018-12-02,178,178230,179007,75,2,7.6,110,Cobs,RETIREES,Budget
2019-02-20,178,178259,179179,27,2,3.8,200,WW,RETIREES,Budget
2019-06-05,178,178259,179182,30,2,8.8,170,Doritos,RETIREES,Budget
2018-12-15,179,179010,179264,29,2,6.0,175,French,RETIREES,Budget
2019-01-25,179,179010,179266,2,2,7.6,110,Cobs,RETIREES,Budget
2018-10-07,179,179030,179403,33,2,7.6,110,Cobs,RETIREES,Budget
2019-06-20,179,179030,179410,21,2,3.8,160,WW,RETIREES,Budget
2019-03-23,179,179136,180154,2,2,7.6,110,Cobs,RETIREES,Budget
2019-04-30,179,179141,180184,78,2,6.6,175,Thins,RETIREES,Budget
2019-03-19,179,179175,180418,100,2,5.8,170,Smiths,RETIREES,Budget
2019-01-06,179,179193,180523,61,2,5.8,170,Smiths,RETIREES,Budget
2019-06-20,179,179193,180526,22,2,6.6,175,Thins,RETIREES,Budget
2019-05-23,179,179201,180588,30,2,8.8,170,Doritos,RETIREES,Budget
2019-04-08,179,179215,180707,40,2,6.6,175,Thins,RETIREES,Budget
2018-09-29,179,179219,180739,75,2,7.6,110,Cobs,RETIREES,Budget
2018-11-09,179,179219,180741,1,2,5.8,170,Smiths,RETIREES,Budget
2019-04-06,179,179248,180934,8,2,5.8,170,Smiths,RETIREES,Budget
2019-04-23,179,179248,180935,29,2,6.0,175,French,RETIREES,Budget
2019-04-14,180,180044,181252,44,2,6.6,175,Thins,RETIREES,Budget
2019-01-12,180,180053,181313,1,2,5.8,170,Smiths,RETIREES,Budget
2018-12-15,180,180091,181563,96,2,3.8,160,WW,RETIREES,Budget
2018-12-22,180,180091,181564,44,2,6.6,175,Thins,RETIREES,Budget
2019-06-28,180,180092,181574,61,2,5.8,170,Smiths,RETIREES,Budget
2018-07-08,180,180110,181684,22,2,6.6,175,Thins,RETIREES,Budget
2019-02-09,180,180110,181690,8,2,5.8,170,Smiths,RETIREES,Budget
2019-04-09,180,180174,182114,16,2,11.4,330,Smiths,RETIREES,Budget
2019-01-24,181,181075,182876,40,2,6.6,175,Thins,RETIREES,Budget
2018-07-28,181,181079,182893,47,2,8.8,170,Doritos,RETIREES,Budget
2018-10-13,181,181095,182957,30,2,8.8,170,Doritos,RETIREES,Budget
2018-08-12,181,181132,183118,28,2,6.6,175,Thins,RETIREES,Budget
2018-08-30,181,181132,183119,2,2,7.6,110,Cobs,RETIREES,Budget
2018-09-30,181,181132,183122,47,2,8.8,170,Doritos,RETIREES,Budget
2018-12-20,181,181132,183125,47,2,8.8,170,Doritos,RETIREES,Budget
2018-11-12,181,181145,183173,33,2,7.6,110,Cobs,RETIREES,Budget
2019-03-09,181,181185,183336,47,2,8.8,170,Doritos,RETIREES,Budget
2019-01-27,181,181205,183417,75,2,7.6,110,Cobs,RETIREES,Budget
2019-05-28,181,181227,183512,77,2,8.8,170,Doritos,RETIREES,Budget
2019-03-05,181,181228,183515,28,2,6.6,175,Thins,RETIREES,Budget
2018-10-06,181,181336,183966,75,2,7.6,110,Cobs,RETIREES,Budget
2019-02-26,181,181362,184085,44,2,6.6,175,Thins,RETIREES,Budget
2019-05-04,181,181362,184087,47,2,8.8,170,Doritos,RETIREES,Budget
2018-10-14,182,182038,184252,28,2,6.6,175,Thins,RETIREES,Budget
2019-02-02,182,182043,184258,47,2,8.8,170,Doritos,RETIREES,Budget
2018-07-10,182,182070,184288,77,2,8.8,170,Doritos,RETIREES,Budget
2019-03-01,182,182074,184293,77,2,8.8,170,Doritos,RETIREES,Budget
2019-06-18,182,182194,184471,75,2,7.6,110,Cobs,RETIREES,Budget
2019-02-13,182,182197,184478,77,2,8.8,170,Doritos,RETIREES,Budget
2019-02-13,182,182297,184616,47,2,8.8,170,Doritos,RETIREES,Budget
2018-08-03,182,182327,184663,28,2,6.6,175,Thins,RETIREES,Budget
2019-02-23,182,182341,184680,77,2,8.8,170,Doritos,RETIREES,Budget
2018-12-19,183,183001,184748,47,2,8.8,170,Doritos,RETIREES,Budget
2019-02-22,183,183001,184751,77,2,8.8,170,Doritos,RETIREES,Budget
2018-08-07,183,183008,184788,21,2,3.8,160,WW,RETIREES,Budget
2018-12-01,183,183037,184995,21,2,3.8,160,WW,RETIREES,Budget
2018-12-24,183,183037,184996,75,2,7.6,110,Cobs,RETIREES,Budget
2019-04-12,183,183064,185173,27,2,3.8,200,WW,RETIREES,Budget
2018-12-10,183,183068,185195,61,2,5.8,170,Smiths,RETIREES,Budget
2018-12-17,183,183068,185196,29,2,6.0,175,French,RETIREES,Budget
2019-04-05,183,183120,185517,110,2,3.8,200,WW,RETIREES,Budget
2018-10-15,183,183142,185653,29,2,6.0,175,French,RETIREES,Budget
2019-03-27,183,183148,185688,40,2,6.6,175,Thins,RETIREES,Budget
2019-01-29,183,183177,185863,2,2,7.6,110,Cobs,RETIREES,Budget
2018-07-05,183,183188,185930,75,2,7.6,110,Cobs,RETIREES,Budget
2019-03-06,183,183188,185933,47,2,8.8,170,Doritos,RETIREES,Budget
2019-06-02,183,183188,185935,110,2,3.8,200,WW,RETIREES,Budget
2018-07-31,183,183190,185940,44,2,6.6,175,Thins,RETIREES,Budget
2018-08-02,184,184047,186519,78,2,6.6,175,Thins,RETIREES,Budget
2018-10-19,184,184047,186521,21,2,3.8,160,WW,RETIREES,Budget
2018-08-04,184,184056,186593,8,2,5.8,170,Smiths,RETIREES,Budget
2018-11-18,184,184056,186597,96,2,3.8,160,WW,RETIREES,Budget
2019-01-30,184,184070,186672,96,2,3.8,160,WW,RETIREES,Budget
2019-06-06,184,184095,186839,2,2,7.6,110,Cobs,RETIREES,Budget
2018-12-14,184,184162,187296,47,2,8.8,170,Doritos,RETIREES,Budget
2019-04-24,184,184162,187298,47,2,8.8,170,Doritos,RETIREES,Budget
2018-10-27,185,185328,188184,40,1,3.3,175,Thins,RETIREES,Budget
2019-04-16,186,186052,188462,96,1,1.9,160,WW,RETIREES,Budget
2019-02-25,186,186116,188522,44,1,3.3,175,Thins,RETIREES,Budget
2018-12-26,186,186157,188549,40,2,6.6,175,Thins,RETIREES,Budget
2019-04-16,186,186157,188550,96,1,1.9,160,WW,RETIREES,Budget
2019-01-19,186,186185,188581,28,1,3.3,175,Thins,RETIREES,Budget
2018-07-22,186,186334,188710,27,1,1.9,200,WW,RETIREES,Budget
2019-02-08,187,187037,188904,40,2,6.6,175,Thins,RETIREES,Budget
2018-07-25,187,187261,189180,2,2,7.6,110,Cobs,RETIREES,Budget
2018-11-18,187,187288,189214,2,1,3.8,110,Cobs,RETIREES,Budget
2018-11-30,188,188013,189345,61,2,5.8,170,Smiths,RETIREES,Budget
2019-02-25,188,188101,189427,22,2,6.6,175,Thins,RETIREES,Budget
2018-09-24,188,188177,189508,1,2,5.8,170,Smiths,RETIREES,Budget
2019-05-25,188,188231,189563,28,2,6.6,175,Thins,RETIREES,Budget
2018-10-01,188,188337,189695,78,2,6.6,175,Thins,RETIREES,Budget
2018-10-03,188,188371,189737,1,1,2.9,170,Smiths,RETIREES,Budget
2018-10-16,189,189234,190068,78,2,6.6,175,Thins,RETIREES,Budget
2019-03-14,189,189235,190070,29,1,3.0,175,French,RETIREES,Budget
2018-09-12,189,189377,190181,110,1,1.9,200,WW,RETIREES,Budget
2018-08-30,190,190075,190690,61,2,5.8,170,Smiths,RETIREES,Budget
2019-03-31,190,190086,190750,44,2,6.6,175,Thins,RETIREES,Budget
2019-01-31,190,190088,190762,44,2,6.6,175,Thins,RETIREES,Budget
2018-08-26,190,190096,190813,28,2,6.6,175,Thins,RETIREES,Budget
2019-04-07,190,190130,191017,27,2,3.8,200,WW,RETIREES,Budget
2019-03-03,190,190131,191021,75,2,7.6,110,Cobs,RETIREES,Budget
2018-12-19,190,190148,191119,75,2,7.6,110,Cobs,RETIREES,Budget
2019-06-21,190,190148,191123,21,2,3.8,160,WW,RETIREES,Budget
2019-04-04,190,190160,191207,44,2,6.6,175,Thins,RETIREES,Budget
2019-02-17,190,190182,191335,27,2,3.8,200,WW,RETIREES,Budget
2019-04-02,191,191019,191841,16,2,11.4,330,Smiths,RETIREES,Budget
2019-04-20,191,191019,191843,78,2,6.6,175,Thins,RETIREES,Budget
2018-08-05,191,191028,191918,33,2,7.6,110,Cobs,RETIREES,Budget
2019-03-01,191,191028,191921,22,2,6.6,175,Thins,RETIREES,Budget
2019-04-01,191,191082,192286,77,2,8.8,170,Doritos,RETIREES,Budget
2018-09-13,191,191138,192574,44,2,6.6,175,Thins,RETIREES,Budget
2018-10-17,191,191138,192575,2,2,7.6,110,Cobs,RETIREES,Budget
2018-11-27,191,191138,192576,1,2,5.8,170,Smiths,RETIREES,Budget
2018-12-29,191,191138,192577,22,2,6.6,175,Thins,RETIREES,Budget
2019-02-20,191,191138,192578,16,2,11.4,330,Smiths,RETIREES,Budget
2019-03-28,191,191149,192648,77,2,8.8,170,Doritos,RETIREES,Budget
2019-06-01,191,191165,192740,77,2,8.8,170,Doritos,RETIREES,Budget
2018-11-07,191,191185,192855,8,2,5.8,170,Smiths,RETIREES,Budget
2019-05-26,191,191189,192882,28,2,6.6,175,Thins,RETIREES,Budget
2018-09-20,191,191234,193145,77,2,8.8,170,Doritos,RETIREES,Budget
2019-04-02,191,191238,193162,33,2,7.6,110,Cobs,RETIREES,Budget
2018-09-01,192,192125,193239,47,1,4.4,170,Doritos,RETIREES,Budget
2018-07-24,194,194065,193551,28,2,6.6,175,Thins,RETIREES,Budget
2018-12-21,194,194065,193553,78,2,6.6,175,Thins,RETIREES,Budget
2018-11-23,194,194165,193954,77,2,8.8,170,Doritos,RETIREES,Budget
2019-05-22,194,194182,194031,16,2,11.4,330,Smiths,RETIREES,Budget
2018-12-11,194,194207,194115,78,2,6.6,175,Thins,RETIREES,Budget
2018-10-03,194,194240,194237,75,2,7.6,110,Cobs,RETIREES,Budget
2018-09-16,194,194248,194274,2,2,7.6,110,Cobs,RETIREES,Budget
2019-04-09,194,194268,194343,40,2,6.6,175,Thins,RETIREES,Budget
2018-12-23,194,194273,194359,33,2,7.6,110,Cobs,RETIREES,Budget
2019-02-21,194,194273,194360,44,2,6.6,175,Thins,RETIREES,Budget
